title,tags,cluster
Maggie,"[""There's"", 'deadly', 'zombie', 'epidemic', 'threatening', 'humanity,', 'Wade,', 'small-town', 'farmer', 'family', 'man,', 'refuses', 'accept', 'defeat', 'even', 'daughter', 'Maggie', 'becomes', 'infected.', 'As', ""Maggie's"", 'condition', 'worsens', 'authorities', 'seek', 'eradicate', 'virus,', 'Wade', 'pushed', 'limits', 'effort', 'protect', 'her.', 'Joely', 'Richardson', 'co-stars', 'post-apocalyptic', 'thriller.', 'Horror', 'post-apocalyptic', 'dystopia', 'zombie', 'ArnoldSchwarzenegger', 'BillJohnson', 'Pierre-AngeLePogam', 'HenryHobson', 'ColinBates', 'MatthewBaer', 'TrevorKaufman', 'JoeyTufaro', 'AraKeshishian', 'ArnoldSchwarzenegger', 'AbigailBreslin', 'JoelyRichardson']",0
Leaving Las Vegas,"['Ben', 'Sanderson,', 'alcoholic', 'Hollywood', 'screenwriter', 'lost', 'everything', 'drinking,', 'arrives', 'Las', 'Vegas', 'drink', 'death.', 'There,', 'meets', 'forms', 'uneasy', 'friendship', 'non-interference', 'pact', 'prostitute', 'Sera.', 'Drama', 'Romance', 'individual', 'prostitute', 'alcohol', 'casino', 'loveatfirstsight', 'lovesickness', 'filmproducer', 'screenwriter', 'hotelroom', 'dyinganddeath', 'rageandhate', 'unsociability', 'alcoholism', 'losangeles', 'alcoholabuse', 'attemptedsuicide', 'MikeFiggis', 'LilaCazès', 'AnnieStewart', 'NicolasCage', 'ElisabethShue', 'JulianSands']",0
Hansel and Gretel Get Baked,"['An', 'intense', 'new', 'marijuana', 'strain', 'named', '“Black', 'Forest”', 'taking', 'Los', 'Angeles', 'storm,', 'Gretel’s', 'stoner', 'boyfriend', 'can’t', 'get', 'enough.', 'But', 'old', 'woman', 'growing', 'popular', 'drug', '(Lara', 'Flynn', 'Boyle)', 'turns', 'evil', 'witch,', 'cooking', 'eating', 'wasted', 'patrons', 'youth,', 'Gretel', 'brother', 'Hansel', 'must', 'save', 'gruesome', 'death', '—', 'face', 'last', 'high', 'lives.', 'Horror', 'Comedy', 'witch', 'marijuana', 'succubus', 'powercompany', 'cannibalism', 'DuaneJourney', 'MollyC.Quinn', 'MichaelWelch', 'LaraFlynnBoyle']",0
The Front Page,"['A', 'journalist', 'suffering', 'burn-out', 'wants', 'finally', 'say', 'goodbye', 'office', '–', 'boss', 'doesn’t', 'like', 'idea', 'one', 'bit.', 'Romance', 'Drama', 'Comedy', 'chicago', 'journalist', 'newspaper', 'marriageproposal', 'stress', 'father-in-law', 'newspaperman', 'BillyWilder', 'PaulMonash', 'JackLemmon', 'WalterMatthau', 'SusanSarandon']",0
The Boy Next Door,"['A', 'recently', 'cheated', 'married', 'woman', 'falls', 'younger', 'man', 'moved', 'next', 'door,', 'torrid', 'affair', 'soon', 'takes', 'dangerous', 'turn.', 'Thriller', 'malenudity', 'femalenudity', 'sex', 'adultery', 'infidelity', 'obsession', 'blackmail', 'villain', 'hiddencamera', 'blinddate', 'deathofafriend', 'insanity', 'highschool', 'stalker', 'sociopath', 'unrequitedlove', 'neighbor', 'unfaithfulness', 'losangeles', 'principal', 'caraccident', 'violence', 'sexscene', 'extramaritalaffair', 'tiedup', 'carexplosion', 'highschoolteacher', 'fatalattraction', 'mothersonrelationship', 'olderwomanyoungermanrelationship', 'criticallybashed', 'lossoffriend', 'womaninjeopardy', 'cryingwoman', 'damselindistress', 'eroticthriller', 'muscular', 'JenniferLopez', 'RobCohen', 'JohnJacobs', 'ElaineGoldsmith-Thomas', 'JasonBlum', 'JenniferLopez', 'RyanGuzman', 'IanNelson']",0
Trapeze,"['A', 'pair', 'men', 'try', 'perform', 'dangerous', '""triple""', 'trapeze', 'act.', 'Problems', 'arise', 'duo', 'made', 'trio', 'following', 'addition', 'sexy', 'female', 'performer.', 'Drama', 'circus', 'trapezeartist', 'JamesHill', 'CarolReed', 'BurtLancaster', 'TonyCurtis', 'GinaLollobrigida']",0
The Kids Are All Right,"['Two', 'women,', 'Nic', 'Jules,', 'brought', 'son', 'daughter', 'world', 'artificial', 'insemination.', 'When', 'one', 'children', 'reaches', 'age,', 'kids', 'go', 'behind', ""mothers'"", 'backs', 'meet', 'donor.', 'Life', 'becomes', 'much', 'interesting', 'father,', 'two', 'mothers', 'children', 'start', 'become', 'attached', 'other.', 'Comedy', 'Drama', 'lesbianrelationship', 'lesbian', 'dinner', 'motorcycle', 'argument', 'biologicalfather', 'artificialinsemination', 'controlfreak', 'vegetablegarden', 'womandirector', 'lgbtfamily', 'GaryGilbert', 'CelineRattray', 'JeffreyKusama-Hinte', 'LisaCholodenko', 'DanielaTaplinLundberg', 'PhillippeHellmann', 'JordanHorowitz', 'JulianneMoore', 'AnnetteBening', 'MarkRuffalo']",0
They Live,"['Nada,', 'down-on-his-luck', 'construction', 'worker,', 'discovers', 'pair', 'special', 'sunglasses.', 'Wearing', 'them,', 'able', 'see', 'world', 'really', 'is:', 'people', 'bombarded', 'media', 'government', 'messages', 'like', '""Stay', 'Asleep"",', '""No', 'Imagination"",', '""Submit', 'Authority"".', 'Even', 'scarier', 'able', 'see', 'usually', 'normal-looking', 'people', 'fact', 'ugly', 'aliens', 'charge', 'massive', 'campaign', 'keep', 'humans', 'subdued.', 'Action', 'Horror', 'ScienceFiction', 'Thriller', 'dystopia', 'socialcommentary', 'alieninvasion', 'sunglasses', 'brawl', 'LarryJ.Franco', 'JohnCarpenter', 'RoddyPiper', 'KeithDavid', 'MegFoster']",0
The Great Escape,"['The', 'Nazis,', 'exasperated', 'number', 'escapes', 'prison', 'camps', 'relatively', 'small', 'number', 'Allied', 'prisoners,', 'relocates', 'high-security', ""'escape-proof'"", 'camp', 'sit', 'remainder', 'war.', 'Undaunted,', 'prisoners', 'plan', 'one', 'ambitious', 'escape', 'attempts', 'World', 'War', 'II.', 'Based', 'true', 'story.', 'Adventure', 'Drama', 'History', 'Thriller', 'War', 'basedonnovel', 'optimism', 'switzerland', 'baseball', 'famousscore', 'prisoner', 'shower', 'worldwarii', 'prisonersofwar', 'claustrophobia', 'nazis', 'machinegun', 'attempttoescape', 'uniform', 'freedom', 'basedontruestory', 'prisonguard', 'escape', 'swastika', 'barbedwire', 'solitaryconfinement', 'motorcycle', 'motorcyclejump', 'alps', 'JohnSturges', 'JohnSturges', 'JamesClavell', 'SteveMcQueen', 'JamesGarner', 'RichardAttenborough']",0
What the #$*! Do We (K)now!?,"['Amanda', '(Marlee', 'Maitlin)', 'divorced', 'woman', 'makes', 'living', 'photographer.', 'During', 'Fall', 'year', 'Amanda', 'begins', 'see', 'world', 'new', 'different', 'ways', 'begins', 'question', 'role', 'life,', 'relationships', 'career', 'men', 'means.', 'As', 'layers', 'everyday', 'experiences', 'fall', 'away', 'insertions', 'story', 'scientists,', 'philosophers', 'religious', 'leaders', 'impart', 'information', 'directly', 'off-screen', 'interviewer', 'academic', 'issues,', 'Amanda', 'begins', 'understand', 'basis', 'quantum', 'world', 'beneath.', 'During', 'epiphany', 'considers', 'Great', 'Questions', 'raised', 'host', 'inserted', 'thinkers,', 'Amanda', 'slowly', 'comprehends', 'various', 'inspirations', 'begins', 'see', 'world', 'new', 'way.', 'Documentary', 'alternatedimension', 'newage', 'parallelworld', 'pseudoscience', 'theology', 'consciousness', 'quantummysticism', 'fantasydocudrama', 'womandirector', 'WilliamArntz', 'BetsyChasse', 'MarleeMatlin', 'ElaineHendrix', 'RobertBlanche']",0
The Last Exorcism Part II,"['As', 'Nell', 'Sweetzer', 'tries', 'build', 'new', 'life', 'events', 'first', 'movie,', 'evil', 'force', 'possessed', 'returns', 'even', 'horrific', 'plan.', 'Horror', 'Thriller', 'foundfootage', 'EdGass-Donnelly', 'AshleyBell', 'JuliaGarner', 'AndrewSensenig']",0
Boyhood,"['The', 'film', 'tells', 'story', 'divorced', 'couple', 'trying', 'raise', 'young', 'son.', 'The', 'story', 'follows', 'boy', 'twelve', 'years,', 'first', 'grade', 'age', '6', '12th', 'grade', 'age', '17-18,', 'examines', 'relationship', 'parents', 'grows.', 'Drama', 'dailylife', ""family'sdailylife"", 'urbanlife', 'growingup', 'domesticabuse', 'comingofage', 'parenting', 'divorce', 'family', 'divorcedparents', 'abusivehusband', 'RichardLinklater', 'RichardLinklater', 'JohnSloss', 'JonathanSehring', 'CathleenSutherland', 'EllarColtrane', 'PatriciaArquette', 'EthanHawke']",0
Scoop,"['An', 'American', 'journalism', 'student', 'London', 'scoops', 'big', 'story,', 'begins', 'affair', 'aristocrat', 'incident', 'unfurls.', 'Comedy', 'Mystery', 'upperclass', 'prostitute', 'journalist', 'drowning', 'newspaper', 'magic', 'tarotcards', 'magicshow', 'lordship', 'suspicionofmurder', 'headline', 'funeral', 'investigation', 'daughter', 'musicinstrument', 'afterlife', 'swimmingpool', 'murder', 'wealth', 'american', 'unitedkingdom', 'WoodyAllen', 'LettyAronson', 'NickyKentishBarnes', 'GarethWiley', 'HelenRobin', 'CharlesH.Joffe', 'JackRollins', 'ScarlettJohansson', 'HughJackman', 'WoodyAllen']",0
The Wash,"['With', 'rent', 'due', 'car', 'booted,', 'Sean', '(Dr.', 'Dre)', 'come', 'ends...and', 'fast.', 'When', 'best', 'buddy', 'roommate', 'Dee', 'Loc', '(Snoop', 'Dogg),', 'suggests', 'Sean', 'get', 'job', 'busting', 'suds', 'local', 'car', 'wash.', 'Action', 'Comedy', 'sex', 'fight', 'music', 'illegaldrug', 'blackamericanstereotype', 'cashier', 'disgruntledworker', 'lowrider', 'callerid', 'duringcreditsstinger', 'DJPooh', 'Dr.Dre', 'SnoopDogg', 'DJPooh']",0
3 Strikes,"['Brian', 'Hooks', 'plays', 'character', 'released', 'jail.', 'And', 'state', 'adopts', '""3', 'strikes""', 'rule', 'felons', 'involves', 'serious', 'penalties.', 'Hooks', '2', 'strikes,', 'wants', 'change', 'life', 'better.', 'When', 'friend', 'picks', 'up,', 'pulled', 'over,', 'friend', 'shoots', 'police', 'officers,', 'Hooks', 'escapes.', 'Now', 'Hooks,', 'wanted', 'man,', 'must', 'clear', 'name', 'nothing', 'shooting.', 'Action', 'Comedy', 'Romance', 'sport', 'DJPooh', 'BrianHooks', ""N'BusheWright"", 'FaizonLove']",0
The Cooler,"['(William', 'H.', 'Macy)', 'works', 'Las', 'Vegas', 'casino,', 'uses', 'innate', 'ability', 'bring', 'misfortune', 'around', 'jinx', 'gamblers', 'losing.', 'His', 'imposing', 'boss,', 'Shelly', 'Kaplow', '(Alec', 'Baldwin),', 'happy', 'arrangement.', 'But', 'Bernie', 'finds', 'unexpected', 'happiness', 'begins', 'dating', 'attractive', 'waitress', 'Natalie', 'Belisario', '(Maria', 'Bello).', 'Drama', 'Romance', 'casino', 'jinx', 'badluck', 'SeanFurst', 'WayneKramer', 'MichaelA.Pierce', 'WilliamH.Macy', 'AlecBaldwin', 'MariaBello']",0
The Misfits,"['While', 'filing', 'divorce,', 'beautiful', 'ex-stripper', 'Roslyn', 'Taber', 'ends', 'meeting', 'aging', 'cowboy-turned-gambler', 'Gay', 'Langland', 'former', 'World', 'War', 'II', 'aviator', 'Guido', 'Racanelli.', 'The', 'two', 'men', 'instantly', 'become', 'infatuated', 'Roslyn', 'and,', 'whim,', 'three', 'decide', 'move', ""Guido's"", 'half-finished', 'desert', 'home', 'together.', 'When', 'grizzled', 'ex-rodeo', 'rider', 'Perce', 'Howland', 'arrives,', 'unlikely', 'foursome', 'strike', 'business', 'capturing', 'wild', 'horses.', 'Drama', 'Action', 'Romance', 'decision', 'reno', 'mustang', 'fallinginlove', 'divorce', 'JohnHuston', 'FrankE.Taylor', 'ClarkGable', 'MarilynMonroe', 'MontgomeryClift']",0
The Night Listener,"['In', 'midst', 'crumbling', 'relationship,', 'radio', 'show', 'host', 'begins', 'speaking', 'biggest', 'fan,', 'young', 'boy,', 'via', 'telephone.', 'But', 'questions', ""boy's"", 'identity', 'come', 'up,', ""host's"", 'life', 'thrown', 'chaos.', 'Drama', 'Thriller', 'radiostation', 'radiopresenter', 'radiotransmission', 'independentfilm', 'JohnHart', 'JeffreySharp', 'JillFootlick', 'RobertKessel', 'PatrickStettner', 'ToniCollette', 'RobinWilliams', 'JoeMorton']",0
The Jerky Boys,"['When', 'two', 'unemployed', 'telephone', 'pranksters', 'decide', 'use', 'vocal', '""talents""', 'impersonate', 'Chicago', 'mob', 'boss', 'curry', 'favor', 'organized', 'crime', 'New', 'York,', 'trouble', 'begins.', 'It', 'long', 'Johnny', 'Kamal', '(the', '""Jerky', 'Boys""', 'crank', 'call', 'fame)', 'wanted', 'local', 'mafia,', 'police,', 'neighbor.', 'Comedy', 'Crime', 'newyork', 'telephonejoke', 'gangster', 'JamesMelkonian', 'JohnG.Brennan', 'KamalAhmed', 'AlanArkin']",0
The Orphanage,"['A', 'woman', 'brings', 'family', 'back', 'childhood', 'home,', 'used', 'orphanage,', 'intent', 'reopening', 'it.', 'Before', 'long,', 'son', 'starts', 'communicate', 'new', 'invisible', 'friend.', 'Horror', 'Drama', 'Thriller', 'schizophrenia', 'suppressedpast', 'wife', 'ÁlvaroAugustín', 'JuanAntonioBayona', 'MarTargarona', 'JoaquínPadró', 'BelénRueda', 'FernandoCayo', 'RogerPríncep']",0
A Haunted House 2,"['Having', 'exorcised', 'demons', 'ex,', 'Malcolm', 'starting', 'fresh', 'new', 'girlfriend', 'two', 'children.', 'After', 'moving', 'dream', 'home,', 'however,', 'Malcolm', 'plagued', 'bizarre', 'paranormal', 'events.', 'Comedy', 'Horror', 'hauntedhouse', 'MichaelTiddes', 'MarlonWayans', 'JaimePressly', 'EssenceAtkins']",0
The Rules of Attraction,"['The', 'incredibly', 'spoiled', 'overprivileged', 'students', 'Camden', 'College', 'backdrop', 'unusual', 'love', 'triangle', 'drug', 'dealer,', 'virgin', 'bisexual', 'classmate.', 'Comedy', 'Drama', 'Romance', 'lovetriangle', 'independentfilm', 'multiplestorylines', 'RogerAvary', 'JamesVanDerBeek', 'ShannynSossamon', 'IanSomerhalder']",0
Topaz,"['A', 'French', 'intelligence', 'agent', 'becomes', 'embroiled', 'Cold', 'War', 'politics', 'first', 'uncovering', 'events', 'leading', '1962', 'Cuban', 'Missle', 'Crisis,', 'back', 'France', 'break', 'international', 'Russian', 'spy', 'ring.', 'Action', 'Drama', 'Mystery', 'Thriller', 'newyork', 'cia', 'cuba', 'coldwar', 'suspense', 'AlfredHitchcock', 'AlfredHitchcock', 'HerbertColeman', 'FrederickStafford', 'DanyRobin', 'ClaudeJade']",0
Let's Go to Prison,"['When', 'career', ""criminal's"", 'plan', 'revenge', 'thwarted', 'unlikely', 'circumstances,', 'puts', 'intended', ""victim's"", 'son', 'place', 'putting', 'prison...and', 'joining', 'him.', 'Comedy', 'Crime', 'lossoffather', 'condom', 'vulgar', 'paroleboard', 'alcoholabuse', 'MarcAbraham', 'BobOdenkirk', 'MattBerenson', 'BetsyDanbury', 'ScottLew', 'PaulYoung', 'DaxShepard', 'WillArnett', 'ChiMcBride']",0
Four Rooms,"[""It's"", 'Ted', ""Bellhop's"", 'first', 'night', 'job...and', ""hotel's"", 'unusual', 'guests', 'place', 'outrageous', 'predicaments.', 'It', 'seems', ""evening's"", 'room', 'service', 'serving', 'one', 'unbelievable', 'happening', 'another.', 'Crime', 'Comedy', 'hotel', ""newyear'seve"", 'witch', 'bet', 'hotelroom', 'sperm', 'losangeles', 'hoodlum', 'womandirector', 'episodefilm', 'AllisonAnders', 'AlexandreRockwell', 'RobertRodriguez', 'QuentinTarantino', 'LawrenceBender', 'TimRoth', 'AntonioBanderas', 'JenniferBeals']",0
Secretary,"['A', 'young', 'woman,', 'recently', 'released', 'mental', 'hospital,', 'gets', 'job', 'secretary', 'demanding', 'lawyer,', 'employer-employee', 'relationship', 'turns', 'sexual,', 'sadomasochistic', 'one.', 'Comedy', 'Drama', 'Romance', 'suicide', 'clerk', 'fetish', 'sadomasochism', 'lawyer', 'hospital', 'secretary', 'masturbation', 'typewriter', 'kinky', 'cutting', 'pantyhose', 'bdsm', 'workplaceromance', 'AmyHobby', 'AndrewFierberg', 'StevenShainberg', 'StevenShainberg', 'JamesSpader', 'MaggieGyllenhaal', 'JeremyDavies']",0
The Real Cancun,"['Sixteen', 'American', 'college', 'students', 'drink,', 'flirt,', 'fight', 'canoodle', 'Spring', 'Break', 'vacation', 'Cancun,', 'Mexico.', 'Documentary', 'independentfilm', 'RickdeOliveira', 'LauraRamsey']",0
Talk Radio,"['A', 'rude,', 'contemptuous', 'talk', 'show', 'host', 'becomes', 'overwhelmed', 'hatred', 'surrounds', 'program', 'goes', 'national.', 'Drama', 'anonymity', 'radiopresenter', 'success', 'dangerous', 'radiotransmission', 'independentfilm', 'OliverStone', 'A.KitmanHo', 'EdwardR.Pressman', 'EricBogosian', 'EllenGreene', 'LeslieHope']",0
Waiting for Guffman,"['Corky', 'St.', 'Clair', 'director,', 'actor', 'dancer', 'Blaine,', 'Missouri.', 'When', 'comes', 'time', 'celebrate', ""Blaine's"", '150th', 'anniversary,', 'Corky', 'resolves', 'bring', 'house', 'Broadway', 'style', 'hilarious', 'mockumentary', 'people', 'brought', '""This', 'Spinal', 'Tap!""', 'Music', 'Comedy', 'missouri', 'independentfilm', 'mechanic', 'inthecloset', 'mockumentary', 'improvisation', 'whispering', 'travelagent', 'amateurtheater', 'dairyqueen', 'aliencontact', 'fakedocumentary', 'citycouncil', 'wagontrain', 'chineserestaurant', 'productlicensing', 'hiddencharacter', 'ChristopherGuest', 'ChristopherGuest', 'EugeneLevy', 'FredWillard']",0
Love Stinks,"['A', 'movie', ""relationship...that's"", 'worse', 'yours.', 'Seth', '(Stewart),', 'sitcom', 'writer-producer,', 'meets', 'Chelsea', '(Wilson),', 'interior', 'decorator,', 'best', ""friend's"", '(Bellamy)', 'wedding.', ""He's"", 'immediately', 'sexually', 'attracted', 'instantly', 'attracted', 'single-ness.', 'They', 'ditch', 'wedding', 'dates', 'start', 'date', 'night.', 'The', 'two', 'become', 'couple,', 'appearing', 'happy', 'couple', 'years', 'postponing', 'marriage', 'proposal.', 'When', 'Chelsea', 'realizes', 'Seth', 'wants', 'remain', 'single', 'together,', 'becomes', 'quite', 'bitter.', 'In', 'next', 'hour', 'movie,', 'two', 'engage', 'behavior', 'makes', 'War', 'Roses', 'look', 'like', ""child's"", 'play.', 'Comedy', 'Romance', 'behindthescenes', 'spa', 'planetarium', 'artimitateslife', 'JeffFranklin', 'FrenchStewart', 'BridgetteWilson', 'BillBellamy']",0
You Kill Me,"['While', 'drying', 'West', 'Coast,', 'alcoholic', 'hit', 'man', 'befriends', 'tart-tongued', 'woman', 'might', 'come', 'handy', 'time', 'return', 'Buffalo', 'settle', 'old', 'scores.', 'Comedy', 'Crime', 'Thriller', 'Romance', 'newyork', 'sanfrancisco', 'alcoholism', 'serialkiller', 'alcoholic', 'JohnDahl', 'CarolBaum', 'AlCorley', 'EugeneMusso', 'BartRosenblatt', 'HowardRosenman', 'MikeMarcus', 'BenKingsley', 'TéaLeoni', 'LukeWilson']",0
Thumbsucker,"['Justin,', 'teenager', 'boy,', 'throws', 'everyone', 'around', 'chaos', 'attempts', 'break', 'free', 'addiction', 'thumb.', 'Comedy', 'Drama', 'becominganadult', 'thumb', 'firsttime', 'hypnosis', 'thumbsucking', 'attentiondeficithyperactivitydisorder(adhd)', 'elocution', 'highschool', 'independentfilm', 'teenagecrush', 'youth', 'family', 'AnthonyBregman', 'MikeMills', 'BobStephenson', 'LouTaylorPucci', 'TildaSwinton', ""VincentD'Onofrio""]",0
Red State,"['Set', 'Middle', 'America,', 'group', 'teens', 'receive', 'online', 'invitation', 'sex,', 'though', 'soon', 'encounter', 'Christian', 'fundamentalists', 'much', 'sinister', 'agenda.', 'Horror', 'Action', 'Thriller', 'christianity', 'homophobia', 'pastor', 'protest', 'christian', 'sign', 'gayinterest', 'socialcommentary', 'religiousfundamentalism', 'aftercreditsstinger', 'duringcreditsstinger', 'JonathanGordon', 'KevinSmith', 'MichaelParks', 'JohnGoodman', 'MelissaLeo']",0
Mirrormask,"['In', 'fantasy', 'world', 'opposing', 'kingdoms,', '15-year', 'old', 'girl', 'must', 'find', 'fabled', 'MirrorMask', 'order', 'save', 'kingdom', 'get', 'home', 'Fantasy', 'fictionalplace', 'dream', 'fantasy', 'DaveMcKean', 'StephanieLeonidas', 'JasonBarry', 'RobBrydon']",0
Samsara,"['Samsara', 'word', 'describes', 'ever', 'turning', 'wheel', 'life.', 'It', 'concept', 'intimate', 'vast', '-', 'perfect', 'subject', 'filmmakers', 'Ron', 'Fricke', 'Mark', 'Magidson,', 'whose', 'previous', 'collaborations', 'include', 'Chronos', 'Baraka,', 'who,', 'last', '20', 'years,', 'travelled', '58', 'countries', 'together', 'pursuit', 'unique', 'imagery.', 'Samsara', 'takes', 'form', 'nonverbal,', 'guided', 'meditation', 'transform', 'viewers', 'countries', 'around', 'world', 'swept', 'along', 'journey', 'soul.', 'Through', 'powerful', 'images', 'pristinely', 'photographed', '70mm', 'dynamic', 'music', 'score,', 'film', 'illuminates', 'links', 'humanity', 'rest', 'nature,', 'showing', 'life', 'cycle', 'mirrors', 'rhythm', 'planet.', 'Drama', 'Documentary', 'eating', 'aroundtheworld', 'fastmotionscene', 'balance', 'skyline', 'sunset', 'modernlife', 'moonrise', 'RonFricke', 'MarkMagidson', 'MarcosLuna', 'PutuDindaPratika', 'PutiSriCandraDewi']",0
The Barbarians,"['Orphaned', 'brothers', 'Kutchek', 'Gore', 'adopted', 'tribe', 'led', 'Canary', 'owner', 'powerful', 'jewel.', 'The', 'evil', 'Kadar', 'wants', 'Canary', 'jewel.', 'Attacking', 'tribe', 'kidnaps', 'Canary', 'stone', 'eludes', 'him.', 'The', 'brothers', 'taken', 'trained', 'gladiators', 'years', 'later', 'grown', 'VERY', 'big.', 'They', 'escape', 'set', 'quest', 'find', 'jewel', 'rescue', 'Canary.', 'Fantasy', 'Adventure', 'dragon', 'barbarian', 'RuggeroDeodato', 'MenahemGolan', 'YoramGlobus', 'PeterPaul', 'DavidPaul', 'RichardLynch']",0
The Art of Getting By,"['George,', 'lonely', 'fatalistic', 'teen', ""who's"", 'made', 'way', 'senior', 'year', 'without', 'ever', 'done', 'real', 'day', 'work,', 'befriended', 'Sally,', 'popular', 'complicated', 'girl', 'recognizes', 'kindred', 'spirit.', 'Drama', 'Romance', 'philosophy', 'mentor', 'artist', 'painting', 'friendship', 'teenmovie', 'teenager', 'sketching', 'rebelliousyouth', 'GavinWiesen', 'KaraBaker', 'DarrenGoldberg', 'P.JenniferDana', 'GiaWalsh', 'FreddieHighmore', 'EmmaRoberts', 'MichaelAngarano']",0
Zipper,"['Sam', 'Ellis', 'man', 'rise', '—', 'hot-shot', 'federal', 'prosecutor', 'cusp', 'bright', 'political', 'future.', 'But', 'meant', 'one-time', 'experience', 'escort', 'turns', 'growing', 'addiction', '—', 'new', 'demon', 'threatening', 'destroy', 'life,', 'family,', 'career.', 'Thriller', 'Drama', 'womandirector', 'MarinaGrasic', 'MarkHeyman', 'JoelViertel', 'MoraStephens', 'R.BryanWright', 'AmyMitchell-Smith', 'PatrickWilson', 'LenaHeadey', 'RichardDreyfuss']",0
Poolhall Junkies,"['A', 'retired', 'pool', 'hustler', 'forced', 'pick', 'stick', 'brother', 'starts', 'game', ""can't"", 'finish.', 'Comedy', 'Drama', 'Thriller', 'hustler', 'independentfilm', 'pool', 'MarsCallahan', 'RickySchroder', 'ChazzPalminteri', 'RodSteiger']",0
The Loss of Sexual Innocence,"['The', 'story', 'sexual', 'development', 'filmmaker', 'three', 'stages', 'life.', 'Drama', 'MikeFiggis', 'MikeFiggis', 'AnnieStewart', 'JulianSands', 'SaffronBurrows', 'JustinChadwick']",0
Holy Motors,"['We', 'follow', '24', 'hours', 'life', 'moving', 'life', 'life', 'like', 'cold', 'solitary', 'assassin', 'moving', 'hit', 'hit.', 'In', 'interwoven', 'lives,', 'possesses', 'entirely', 'distinct', 'identity:', 'sometimes', 'man,', 'sometimes', 'woman,', 'sometimes', 'youthful,', 'sometimes', 'old.', 'By', 'turns', 'murderer,', 'beggar,', 'company', 'chairman,', 'monstrous', 'creature,', 'worker,', 'family', 'man.', 'Drama', 'Fantasy', 'limousine', 'multipleidentities', 'wig', 'penis', 'talkingcar', 'sewerofparis', 'travelingthroughasewer', 'multipleroles', 'LeosCarax', 'MartineMarignac', 'MauriceTinchant', 'EvaMendes', 'KylieMinogue', 'MichelPiccoli']",0
Joe,"['The', 'rough-hewn', 'boss', 'lumber', 'crew', 'courts', 'trouble', 'steps', 'protect', 'youngest', 'member', 'team', 'abusive', 'father.', 'Drama', 'childabuse', 'prostitute', 'bar', 'brothel', 'snake', 'rain', 'pedophilia', 'bridge', 'beer', 'police', 'wine', 'fellatio', 'truck', 'woods', 'murder', 'dogfight', 'cigarsmoking', 'underagedrinking', 'teenager', 'facialscar', 'alcoholic', 'ex-con', 'cigarettelighter', 'grocerystore', 'shot', 'searchfordog', 'trees', 'dirtroad', 'assaultinganofficer', 'gallonofwater', 'LisaMuskat', 'DavidGordonGreen', 'DavidGordonGreen', 'DerrickTseng', 'ChristopherWoodrow', 'NicolasCage', 'TyeSheridan', 'RonnieGeneBlevins']",0
Shooting Fish,"['Two', 'con', 'artists', '(Dan', 'Futterman,', 'Stuart', 'Townsend)', 'hire', 'unwitting', 'medical-school', 'student', '(Kate', 'Beckinsale)', 'secretary', 'latest', 'scam.', 'Crime', 'Comedy', 'Romance', 'londonengland', 'nightclub', 'chase', 'fraud', 'liar', 'love', 'thief', 'wealth', 'money', 'scam', 'hospital', 'secretary', 'business', 'wedding', 'parole', 'con', 'dishonesty', 'StefanSchwartz', 'DanFutterman', 'StuartTownsend', 'KateBeckinsale']",0
Prison,"['After', 'Charles', 'Forsyth', 'sent', 'electric', 'chair', 'crime', 'commit,', 'forever', 'haunts', 'prison', 'executed.', 'Flash', 'forward', 'several', 'years', 'prison', 'reopened,', 'control', 'new', 'warden', 'Eaton', 'Sharpe,', 'former', 'security', 'guard', 'framed', 'Charlie.', 'When', 'prisoners', 'ordered', 'break', 'wall', 'execution', 'room,', 'unknowingly', 'release', 'angry', 'spirit', 'Charles', 'Forsyth,', 'powerful', 'distributing', 'murderous', 'rage', 'all,', 'leading', 'Warden', 'himself.', 'Crime', 'Drama', 'Horror', 'Thriller', 'prison', 'prisoner', 'revenge', 'haunting', 'electricchair', 'RennyHarlin', 'IrwinYablans', 'ViggoMortensen', 'ChelseaField', 'LaneSmith']",0
Psycho Beach Party,"['Spoof', ""1960's"", 'Beach', 'Party/Gidget', 'surfing', 'movies', 'mixed', 'slasher', 'horror', 'films.', 'A', 'not-so-innocent', 'girl', ""1960's"", 'Malibu', 'becomes', 'first', 'girl', 'surfer', 'Malibu', 'Beach,', 'suffers', 'dissociative', 'identity', 'disorder', 'occasionally', 'alter', 'ego,', 'sexually', 'aggressive,', 'foul-speaking', 'girl,', 'comes', 'out.', 'During', '""episodes""', 'several', 'beach', 'goers', 'found', 'murdered.', 'Comedy', 'gay', 'dancing', 'detective', 'confession', 'beach', 'surfer', 'satire', 'party', 'malibu', 'friends', 'revenge', 'murder', 'basedonplay', 'independentfilm', 'diner', 'spoof', 'summer', 'killer', 'drag', 'RobertLeeKing', 'LaurenAmbrose', 'NicholasBrendon', 'AmyAdams']",0
